Iter  Part1  Part2  Part3  Part4  Part5  Part6  Part7  Part8  Part9  Part10  Part11  Part12  Part13  Part14  Part15  Part16  Part17  Part18  Part19  Part20  Part21  Part22  Part23  Part24  Part25  Part26  Part27  Part28  Part29  Part30  Part31  Part32  Part33  Part34  Part35  Part36  Part37  Part38  Part39  Part40  
38   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5718186E+00   2.2999327E+00   2.5357152E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5165670E+00   2.5718186E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5589089E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.4932386E+00   2.5165670E+00   2.4932386E+00   2.5165670E+00   2.5357152E+00   2.2999327E+00   2.2999327E+00   2.5165670E+00   2.4932386E+00   2.4932386E+00   2.5718186E+00   2.2999327E+00   2.4932386E+00  
39   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5718186E+00   2.2999327E+00   2.5357152E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5589089E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.4932386E+00   2.5165670E+00   2.4932386E+00   2.5165670E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5165670E+00   2.4932386E+00   2.4932386E+00   2.5165670E+00   2.2999327E+00   2.4932386E+00  
40   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5718186E+00   2.2999327E+00   2.5357152E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5589089E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.4932386E+00   2.5165670E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5165670E+00   2.4932386E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00  
41   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5718186E+00   2.2999327E+00   2.5357152E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5589089E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.4932386E+00   2.5165670E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5165670E+00   2.4932386E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00  
42   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5165670E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5589089E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.4932386E+00   2.5165670E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00  
43   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5165670E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.4932386E+00   2.5165670E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00  
44   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5165670E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.4932386E+00   2.4932386E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00  
45   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5165670E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.4932386E+00   2.4932386E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4683741E+00  
46   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5165670E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.3612960E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.4932386E+00   2.3612960E+00   2.2999327E+00   2.3612960E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4683741E+00  
47   1.2702607E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4455605E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   1.2702607E+00   2.2999327E+00   2.4932386E+00   2.3612960E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.4455605E+00   2.3612960E+00   2.2999327E+00   2.3612960E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4455605E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4683741E+00  
48   1.0731899E+00   2.2999327E+00   2.2353123E+00   2.2999327E+00   2.4932386E+00   2.4455605E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   1.0731899E+00   2.2999327E+00   2.4932386E+00   2.3612960E+00   2.2999327E+00   2.2353123E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.2353123E+00   2.3612960E+00   2.2999327E+00   2.3612960E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4455605E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4683741E+00  
49   1.0731899E+00   2.2999327E+00   2.2353123E+00   2.2999327E+00   2.4822552E+00   2.4455605E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   1.0731899E+00   2.2999327E+00   2.4932386E+00   2.3612960E+00   2.2999327E+00   2.2353123E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5165670E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.4932386E+00   2.2353123E+00   2.3612960E+00   2.2999327E+00   2.3612960E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.4455605E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4561204E+00  
50   1.0731899E+00   1.7142299E+00   2.2353123E+00   1.7142299E+00   2.4822552E+00   2.4455605E+00   1.7142299E+00   2.2353123E+00   2.2999327E+00   2.2999327E+00   1.0731899E+00   2.2999327E+00   1.0731899E+00   2.1643027E+00   2.4561204E+00   1.0731899E+00   2.2999327E+00   2.2353123E+00   2.4932386E+00   1.7142299E+00   2.1643027E+00   1.7142299E+00   2.4561204E+00   2.2999327E+00   2.2999327E+00   1.0731899E+00   2.4932386E+00   1.0731899E+00   2.2353123E+00   2.2999327E+00   2.3612960E+00   2.2999327E+00   1.7142299E+00   2.2353123E+00   2.4455605E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4561204E+00  
51   1.0731899E+00   1.7142299E+00   2.2353123E+00   1.7142299E+00   2.4822552E+00   2.3998590E+00   1.7142299E+00   2.2353123E+00   2.2999327E+00   1.9050197E+00   1.0731899E+00   2.2999327E+00   6.6931536E-01   2.1643027E+00   2.4561204E+00   1.0731899E+00   1.7142299E+00   2.2353123E+00   2.3998590E+00   1.7142299E+00   1.9050197E+00   1.7142299E+00   2.4561204E+00   2.2999327E+00   2.2999327E+00   1.0731899E+00   2.4932386E+00   1.0731899E+00   2.2353123E+00   2.2999327E+00   2.3612960E+00   2.2999327E+00   1.7142299E+00   1.7142299E+00   1.9050197E+00   2.2999327E+00   2.4932386E+00   2.2353123E+00   1.9050197E+00   2.4561204E+00  
52   1.0731899E+00   1.7142299E+00   2.2353123E+00   1.7142299E+00   2.4822552E+00   2.3998590E+00   1.7142299E+00   2.2353123E+00   2.2999327E+00   1.7808632E+00   1.0731899E+00   2.2999327E+00   6.6931536E-01   2.1643027E+00   2.4561204E+00   1.0731899E+00   1.7142299E+00   2.2353123E+00   2.3998590E+00   1.7142299E+00   1.7808632E+00   1.7142299E+00   2.4561204E+00   2.2999327E+00   2.2999327E+00   1.0731899E+00   2.4932386E+00   1.0731899E+00   2.2353123E+00   2.2999327E+00   2.3612960E+00   2.2999327E+00   1.7142299E+00   1.7142299E+00   1.7808632E+00   2.2999327E+00   2.2127124E+00   2.2353123E+00   1.7181026E+00   2.4561204E+00  
53   1.0731899E+00   1.7142299E+00   2.2353123E+00   1.7142299E+00   2.4730955E+00   2.3998590E+00   1.7142299E+00   2.2353123E+00   2.2999327E+00   1.7808632E+00   1.0731899E+00   2.2999327E+00   6.6931536E-01   2.1643027E+00   1.7808632E+00   1.0731899E+00   1.7142299E+00   1.7808632E+00   1.7142299E+00   1.7142299E+00   1.7808632E+00   1.7142299E+00   2.4561204E+00   2.2353123E+00   2.2127124E+00   1.0731899E+00   2.4561204E+00   1.0731899E+00   2.2353123E+00   2.2999327E+00   6.6931536E-01   2.2999327E+00   1.7142299E+00   1.7142299E+00   1.7808632E+00   2.2999327E+00   2.2127124E+00   2.2353123E+00   1.7181026E+00   1.7142299E+00  
54   1.0731899E+00   1.7142299E+00   2.2353123E+00   1.7142299E+00   1.7181026E+00   1.7142299E+00   1.7079457E+00   2.2353123E+00   1.7181026E+00   1.7142299E+00   1.0731899E+00   1.7808632E+00   6.6931536E-01   2.1643027E+00   1.7808632E+00   1.0731899E+00   1.7079457E+00   1.7808632E+00   1.7142299E+00   1.7142299E+00   1.7808632E+00   1.7142299E+00   2.4561204E+00   2.2353123E+00   6.6931536E-01   1.0731899E+00   6.6931536E-01   1.0731899E+00   2.2353123E+00   2.2999327E+00   6.6931536E-01   2.2999327E+00   1.7142299E+00   1.7142299E+00   1.7181026E+00   2.2999327E+00   2.2127124E+00   6.6931536E-01   6.6931536E-01   1.7142299E+00  
55   1.0731899E+00   1.7142299E+00   2.2353123E+00   1.7142299E+00   1.6573127E+00   1.7142299E+00   1.7079457E+00   1.7142299E+00   1.7181026E+00   6.6931536E-01   1.0731899E+00   1.6573127E+00   6.6931536E-01   1.7142299E+00   1.7808632E+00   1.0731899E+00   1.6411904E+00   1.7142299E+00   1.6573127E+00   1.7142299E+00   1.7808632E+00   6.6931536E-01   2.4561204E+00   1.7808632E+00   6.6931536E-01   1.0731899E+00   6.6931536E-01   1.0731899E+00   2.2353123E+00   1.7142299E+00   6.6931536E-01   2.2999327E+00   1.7142299E+00   1.6411904E+00   1.7181026E+00   1.7808632E+00   2.2127124E+00   6.6931536E-01   6.6931536E-01   1.7142299E+00  
56   1.0731899E+00   1.2423537E+00   1.2423537E+00   1.6411904E+00   1.6573127E+00   1.7142299E+00   1.7079457E+00   1.7142299E+00   1.6411904E+00   6.6931536E-01   1.0731899E+00   5.9464165E-01   5.9464165E-01   1.7142299E+00   1.7181026E+00   1.0731899E+00   1.6411904E+00   1.7142299E+00   1.6573127E+00   5.9464165E-01   1.7808632E+00   6.6931536E-01   2.4561204E+00   1.7808632E+00   6.6931536E-01   1.0731899E+00   6.6931536E-01   1.0731899E+00   2.2353123E+00   1.6411904E+00   6.6931536E-01   2.2999327E+00   1.7142299E+00   1.6411904E+00   1.7181026E+00   1.2423537E+00   2.1925147E+00   6.6931536E-01   6.6931536E-01   1.7142299E+00  
57   1.0731899E+00   1.2423537E+00   1.2423537E+00   1.6411904E+00   1.6573127E+00   1.7142299E+00   1.7079457E+00   1.7142299E+00   1.6411904E+00   6.6931536E-01   1.0731899E+00   5.9464165E-01   5.9464165E-01   1.7142299E+00   1.7181026E+00   1.0731899E+00   1.6411904E+00   1.7142299E+00   1.6573127E+00   5.9464165E-01   1.7808632E+00   6.6931536E-01   2.4561204E+00   1.7808632E+00   6.6931536E-01   1.0731899E+00   6.6931536E-01   1.0731899E+00   2.2353123E+00   1.6411904E+00   6.6931536E-01   2.2999327E+00   1.7142299E+00   1.6411904E+00   1.7181026E+00   1.2423537E+00   2.1925147E+00   6.6931536E-01   6.6931536E-01   1.7142299E+00  
58   1.0731899E+00   1.2423537E+00   1.2423537E+00   1.6411904E+00   1.6573127E+00   1.7142299E+00   1.7079457E+00   1.7142299E+00   1.6411904E+00   6.6931536E-01   1.0731899E+00   5.9464165E-01   5.9464165E-01   1.7142299E+00   1.7181026E+00   1.0731899E+00   1.6411904E+00   1.6411904E+00   1.6573127E+00   5.9464165E-01   1.7808632E+00   6.6931536E-01   2.4561204E+00   5.9464165E-01   6.6931536E-01   1.0731899E+00   6.6931536E-01   1.0731899E+00   2.2353123E+00   1.2423537E+00   6.6931536E-01   2.2999327E+00   1.7142299E+00   1.6411904E+00   1.2423537E+00   1.2423537E+00   2.1925147E+00   6.6931536E-01   6.6931536E-01   1.7142299E+00  
59   1.0731899E+00   1.2423537E+00   1.2423537E+00   1.6411904E+00   1.6573127E+00   1.7142299E+00   1.7079457E+00   1.7142299E+00   5.9464165E-01   6.6931536E-01   1.0731899E+00   5.9464165E-01   5.9464165E-01   1.7142299E+00   1.7181026E+00   1.0731899E+00   1.5819520E+00   1.6411904E+00   1.6573127E+00   5.9464165E-01   1.7808632E+00   5.9464165E-01   5.9464165E-01   5.9464165E-01   6.6931536E-01   1.0731899E+00   6.6931536E-01   1.0731899E+00   2.2353123E+00   5.9464165E-01   6.6931536E-01   2.1271255E+00   1.7142299E+00   1.6411904E+00   1.2423537E+00   1.2423537E+00   1.5819520E+00   5.9464165E-01   6.6931536E-01   1.7142299E+00  
60   1.0731899E+00   1.2423537E+00   1.2423537E+00   5.9464165E-01   1.6573127E+00   1.7142299E+00   1.2423537E+00   1.5819520E+00   5.9464165E-01   6.6931536E-01   1.0731899E+00   5.9464165E-01   5.9464165E-01   1.7142299E+00   1.7181026E+00   1.0731899E+00   1.5819520E+00   1.6411904E+00   1.6573127E+00   5.9464165E-01   1.7808632E+00   5.9464165E-01   5.9464165E-01   5.9464165E-01   6.6931536E-01   1.0731899E+00   6.6931536E-01   1.0731899E+00   2.2353123E+00   5.9464165E-01   6.6931536E-01   2.1271255E+00   1.7142299E+00   1.6411904E+00   1.2423537E+00   1.2423537E+00   1.5819520E+00   5.9464165E-01   6.6931536E-01   1.7142299E+00  
61   1.0731899E+00   7.4983780E-01   5.9464165E-01   5.9464165E-01   5.9464165E-01   1.7142299E+00   1.2423537E+00   1.5819520E+00   5.9464165E-01   6.6931536E-01   9.3814595E-01   5.9464165E-01   5.9464165E-01   1.7142299E+00   1.7181026E+00   1.0731899E+00   1.5819520E+00   1.6411904E+00   1.6573127E+00   5.9464165E-01   1.7808632E+00   5.9464165E-01   5.9464165E-01   5.9464165E-01   6.6931536E-01   7.4983780E-01   6.6931536E-01   1.0731899E+00   2.2353123E+00   5.9464165E-01   6.6931536E-01   2.1271255E+00   9.3814595E-01   1.1831625E+00   1.2423537E+00   7.4983780E-01   5.9464165E-01   5.9464165E-01   6.6931536E-01   1.7142299E+00  
62   1.0731899E+00   7.4983780E-01   5.9464165E-01   5.9464165E-01   5.9464165E-01   1.7142299E+00   5.8995538E-01   1.1831625E+00   5.9464165E-01   6.6931536E-01   7.4983780E-01   5.9464165E-01   5.8995538E-01   1.7142299E+00   1.7181026E+00   1.0731899E+00   1.5819520E+00   1.6411904E+00   1.6573127E+00   5.9464165E-01   1.7808632E+00   5.9464165E-01   5.9464165E-01   5.9464165E-01   6.6931536E-01   7.4983780E-01   6.6931536E-01   1.0731899E+00   2.2353123E+00   5.9464165E-01   6.6931536E-01   7.4983780E-01   5.8995538E-01   9.3814595E-01   1.2423537E+00   7.4983780E-01   5.9464165E-01   5.9464165E-01   6.6931536E-01   1.7142299E+00  
63   1.0731899E+00   7.4983780E-01   5.9464165E-01   5.9464165E-01   5.9464165E-01   1.7142299E+00   5.8995538E-01   1.1831625E+00   5.9464165E-01   6.6931536E-01   7.4983780E-01   5.9464165E-01   5.8995538E-01   1.7142299E+00   1.7181026E+00   1.0731899E+00   1.5819520E+00   1.6411904E+00   1.6573127E+00   5.9464165E-01   1.7808632E+00   5.9464165E-01   5.9464165E-01   5.9464165E-01   6.6931536E-01   7.4983780E-01   6.6931536E-01   1.0731899E+00   2.2353123E+00   5.9464165E-01   6.6931536E-01   7.4983780E-01   5.8995538E-01   9.3814595E-01   1.2423537E+00   7.4983780E-01   5.9464165E-01   5.9464165E-01   6.6931536E-01   1.7142299E+00  
64   1.0731899E+00   6.8420348E-01   5.9464165E-01   5.9464165E-01   5.9464165E-01   1.7142299E+00   5.8995538E-01   5.8995538E-01   5.9464165E-01   6.6931536E-01   7.4983780E-01   5.9464165E-01   5.8995538E-01   6.8420348E-01   1.1831625E+00   1.0731899E+00   1.5819520E+00   1.6411904E+00   7.4983780E-01   5.9464165E-01   9.3814595E-01   5.9464165E-01   5.9464165E-01   5.8995538E-01   6.6931536E-01   7.4983780E-01   6.6931536E-01   1.0731899E+00   1.1831625E+00   5.9464165E-01   6.6931536E-01   7.4983780E-01   5.8995538E-01   9.3814595E-01   1.2423537E+00   7.4983780E-01   5.8995538E-01   5.9464165E-01   6.6931536E-01   9.3814595E-01  
65   6.8420348E-01   6.8420348E-01   5.9464165E-01   5.9464165E-01   5.9464165E-01   1.0150761E+00   5.8995538E-01   5.8995538E-01   5.8995538E-01   5.8995538E-01   7.4983780E-01   5.9464165E-01   5.8995538E-01   6.3174981E-01   1.1831625E+00   1.0731899E+00   7.4983780E-01   7.4983780E-01   7.4983780E-01   5.9464165E-01   6.3174981E-01   5.9464165E-01   5.8995538E-01   5.8995538E-01   5.8995538E-01   7.4983780E-01   6.6931536E-01   6.3174981E-01   1.1831625E+00   5.9464165E-01   6.6931536E-01   7.4983780E-01   5.8995538E-01   9.3814595E-01   1.2423537E+00   7.4983780E-01   5.8995538E-01   5.9464165E-01   6.3174981E-01   9.3814595E-01  
66   5.8995538E-01   6.8420348E-01   5.9464165E-01   5.9464165E-01   5.9464165E-01   5.8995538E-01   5.8995538E-01   5.8995538E-01   5.8995538E-01   5.8995538E-01   7.4983780E-01   5.9464165E-01   5.8995538E-01   6.1137789E-01   6.3174981E-01   9.2705175E-01   7.4983780E-01   7.4983780E-01   7.4983780E-01   5.9464165E-01   5.8995538E-01   5.9464165E-01   5.8995538E-01   5.8995538E-01   5.8995538E-01   7.4983780E-01   6.6931536E-01   6.3174981E-01   1.1831625E+00   5.9464165E-01   6.6931536E-01   7.4983780E-01   5.8995538E-01   9.3814595E-01   6.1137789E-01   6.3174981E-01   5.8995538E-01   5.9464165E-01   6.3174981E-01   9.3814595E-01  
67   4.7234760E-01   4.7234760E-01   5.1271771E-01   5.9464165E-01   4.7234760E-01   5.8995538E-01   5.8995538E-01   5.8995538E-01   5.1696321E-01   5.8995538E-01   5.1271771E-01   5.9464165E-01   5.8995538E-01   5.1696321E-01   6.3174981E-01   9.2705175E-01   7.4983780E-01   5.1696321E-01   7.4983780E-01   4.7234760E-01   4.4936652E-01   5.1696321E-01   5.1696321E-01   5.8995538E-01   4.7234760E-01   4.7234760E-01   6.6931536E-01   6.3174981E-01   5.1271771E-01   4.7234760E-01   5.1696321E-01   7.4983780E-01   5.1696321E-01   6.8420348E-01   6.1137789E-01   6.3174981E-01   4.4936652E-01   5.9464165E-01   5.1271771E-01   4.7234760E-01  
68   4.7234760E-01   4.7234760E-01   5.1271771E-01   5.9464165E-01   4.7234760E-01   5.8995538E-01   5.8995538E-01   5.8995538E-01   5.1696321E-01   5.8995538E-01   5.1271771E-01   5.9464165E-01   5.3274178E-01   5.1696321E-01   6.3174981E-01   9.2705175E-01   7.2774853E-01   5.1696321E-01   7.2774853E-01   4.7234760E-01   4.4936652E-01   5.1696321E-01   5.1696321E-01   5.8995538E-01   4.7234760E-01   4.7234760E-01   6.6931536E-01   6.3174981E-01   5.1271771E-01   4.7234760E-01   5.1696321E-01   7.4983780E-01   5.1696321E-01   6.8420348E-01   6.1137789E-01   6.3174981E-01   4.4936652E-01   5.9464165E-01   5.1271771E-01   4.7234760E-01  
69   4.7234760E-01   4.7234760E-01   5.1271771E-01   5.9464165E-01   4.7234760E-01   5.8995538E-01   4.3933048E-01   5.1271771E-01   5.1696321E-01   5.8995538E-01   4.3933048E-01   5.9464165E-01   5.3274178E-01   5.1696321E-01   6.3174981E-01   4.3933048E-01   7.2774853E-01   5.1696321E-01   7.2774853E-01   4.7234760E-01   4.4936652E-01   5.1696321E-01   5.1696321E-01   5.8995538E-01   4.5774856E-01   4.7234760E-01   6.6931536E-01   6.3174981E-01   5.1271771E-01   4.7234760E-01   4.5774856E-01   5.1271771E-01   5.1696321E-01   6.8420348E-01   6.1137789E-01   6.3174981E-01   4.4936652E-01   5.9464165E-01   4.3933048E-01   4.7234760E-01  
70   4.7234760E-01   4.7234760E-01   5.1271771E-01   5.9464165E-01   4.7234760E-01   5.8995538E-01   4.3933048E-01   5.1271771E-01   5.1696321E-01   5.8995538E-01   4.3933048E-01   5.9464165E-01   5.3274178E-01   5.1696321E-01   6.3174981E-01   4.3933048E-01   7.2774853E-01   5.1696321E-01   7.2774853E-01   4.7234760E-01   4.0100104E-01   5.1696321E-01   5.1696321E-01   5.8995538E-01   4.0100104E-01   4.7234760E-01   6.6931536E-01   6.3174981E-01   5.1271771E-01   4.7234760E-01   4.0100104E-01   5.1271771E-01   5.1696321E-01   6.8420348E-01   6.1137789E-01   6.3174981E-01   4.4936652E-01   5.9464165E-01   4.3933048E-01   4.7234760E-01  
71   4.7234760E-01   4.7234760E-01   5.1271771E-01   5.9464165E-01   4.7234760E-01   5.8995538E-01   4.3933048E-01   5.1271771E-01   5.1696321E-01   5.8995538E-01   4.3933048E-01   5.9464165E-01   5.3274178E-01   5.1696321E-01   6.3174981E-01   4.3933048E-01   7.2774853E-01   5.1696321E-01   7.2774853E-01   4.7234760E-01   3.7055326E-01   5.1696321E-01   5.1696321E-01   5.8995538E-01   3.7055326E-01   4.7234760E-01   6.6931536E-01   6.3174981E-01   5.1271771E-01   4.7234760E-01   3.7055326E-01   5.1271771E-01   5.1696321E-01   6.8420348E-01   6.1137789E-01   6.3174981E-01   4.4936652E-01   5.9464165E-01   4.3933048E-01   4.7234760E-01  
72   4.7234760E-01   4.7234760E-01   5.1271771E-01   5.9464165E-01   4.7234760E-01   5.8995538E-01   4.3933048E-01   5.1271771E-01   5.1696321E-01   5.8995538E-01   4.3933048E-01   5.9464165E-01   5.3274178E-01   5.1696321E-01   6.3174981E-01   4.3933048E-01   7.2774853E-01   5.1696321E-01   7.2774853E-01   4.7234760E-01   3.5806921E-01   5.1696321E-01   5.1696321E-01   5.8995538E-01   3.5806921E-01   4.7234760E-01   6.6931536E-01   6.3174981E-01   5.1271771E-01   4.7234760E-01   3.5806921E-01   5.1271771E-01   5.1696321E-01   6.8420348E-01   6.1137789E-01   6.3174981E-01   4.4936652E-01   5.9464165E-01   4.3933048E-01   4.7234760E-01  
73   4.7234760E-01   4.7234760E-01   5.1271771E-01   5.9464165E-01   4.7234760E-01   5.8995538E-01   4.3933048E-01   5.1271771E-01   5.1696321E-01   5.8995538E-01   4.3933048E-01   5.9464165E-01   5.3274178E-01   5.1696321E-01   6.3174981E-01   4.3853205E-01   7.2774853E-01   5.1696321E-01   6.7229364E-01   4.7234760E-01   3.5806921E-01   5.1696321E-01   5.1696321E-01   5.8995538E-01   3.5806921E-01   4.7234760E-01   6.6931536E-01   6.3174981E-01   5.1271771E-01   4.7234760E-01   3.5806921E-01   5.1271771E-01   5.1696321E-01   6.8420348E-01   6.1137789E-01   6.3174981E-01   4.4936652E-01   5.9464165E-01   4.3933048E-01   4.7234760E-01  
74   4.3853205E-01   4.7234760E-01   5.1271771E-01   5.9464165E-01   4.7234760E-01   5.8995538E-01   4.3933048E-01   5.1271771E-01   3.5806921E-01   5.8995538E-01   4.3933048E-01   5.9464165E-01   5.3274178E-01   4.3933048E-01   4.3853205E-01   4.3853205E-01   5.3274178E-01   4.3853205E-01   6.7229364E-01   3.5806921E-01   3.5806921E-01   4.3853205E-01   3.5806921E-01   5.8995538E-01   3.5806921E-01   4.7234760E-01   5.3274178E-01   5.1696321E-01   5.1271771E-01   4.3933048E-01   3.5806921E-01   3.5806921E-01   5.1696321E-01   6.8420348E-01   4.3853205E-01   6.3174981E-01   4.4936652E-01   5.9464165E-01   4.3933048E-01   4.7234760E-01  
75   4.3853205E-01   4.7234760E-01   5.1271771E-01   5.9464165E-01   4.3853205E-01   5.1696321E-01   4.3933048E-01   5.1271771E-01   3.5806921E-01   5.1696321E-01   4.3933048E-01   5.1696321E-01   5.3274178E-01   3.5806921E-01   4.3853205E-01   4.3853205E-01   5.3274178E-01   4.3853205E-01   6.7229364E-01   3.5806921E-01   3.5806921E-01   4.3853205E-01   3.5806921E-01   5.8995538E-01   3.5806921E-01   4.7234760E-01   5.3274178E-01   5.1696321E-01   4.3853205E-01   4.3933048E-01   3.5806921E-01   3.5806921E-01   5.1696321E-01   6.4335404E-01   4.3853205E-01   6.3174981E-01   4.4936652E-01   5.3274178E-01   4.3933048E-01   4.7234760E-01  
