Iter  Part1  Part2  Part3  Part4  Part5  Part6  Part7  Part8  Part9  Part10  Part11  Part12  Part13  Part14  Part15  Part16  Part17  Part18  Part19  Part20  Part21  Part22  Part23  Part24  Part25  Part26  Part27  Part28  Part29  Part30  Part31  Part32  Part33  Part34  Part35  Part36  Part37  Part38  Part39  Part40  
11   2.6496924E+00   2.6951762E+00   2.6496924E+00   3.4276340E+00   3.2242765E+00   4.4259568E+00   2.6951762E+00   3.2242765E+00   3.3172374E+00   2.6951762E+00   4.6772226E+00   2.6951762E+00   3.3172374E+00   2.6951762E+00   2.6951762E+00   3.4276340E+00   3.2242765E+00   2.6496924E+00   3.3172374E+00   3.5060845E+00   2.6951762E+00   3.4276340E+00   3.5060845E+00   2.6496924E+00   4.6514912E+00   2.6951762E+00   3.7326182E+00   3.2242765E+00   2.6951762E+00   2.6951762E+00   2.6951762E+00   4.6772226E+00   3.4276340E+00   4.6772226E+00   2.6951762E+00   3.4276340E+00   2.6951762E+00   3.2242765E+00   3.2242765E+00   3.2242765E+00  
12   2.6496924E+00   2.6951762E+00   2.6496924E+00   3.3172374E+00   2.6496924E+00   4.4259568E+00   2.6951762E+00   3.2242765E+00   2.6496924E+00   2.6951762E+00   3.4276340E+00   2.6951762E+00   3.3172374E+00   2.6951762E+00   2.6951762E+00   3.4276340E+00   3.2242765E+00   2.6496924E+00   3.3172374E+00   3.5060845E+00   2.6951762E+00   3.2828521E+00   3.3172374E+00   2.6496924E+00   3.5060845E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.6951762E+00   3.2242765E+00   3.4276340E+00   3.4554178E+00   2.6951762E+00   3.2828521E+00   2.6951762E+00   3.2242765E+00   3.2242765E+00   2.6496924E+00  
13   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   3.3172374E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6951762E+00   3.2242765E+00   2.6951762E+00   2.6951762E+00   3.4276340E+00   3.2242765E+00   2.6496924E+00   3.3172374E+00   3.5060845E+00   2.6951762E+00   3.2828521E+00   3.3172374E+00   2.6496924E+00   3.4554178E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.6951762E+00   3.2242765E+00   3.4276340E+00   2.6951762E+00   2.6951762E+00   3.2828521E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00  
14   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6951762E+00   3.2242765E+00   2.6496924E+00   2.6951762E+00   3.2828521E+00   2.6496924E+00   2.6496924E+00   3.2828521E+00   3.5060845E+00   2.6951762E+00   2.6951762E+00   3.3172374E+00   2.6496924E+00   3.2847296E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.6951762E+00   3.2242765E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   3.2242765E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00  
15   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6951762E+00   3.2242765E+00   2.6496924E+00   2.6951762E+00   3.2828521E+00   2.6496924E+00   2.6496924E+00   3.2828521E+00   3.5060845E+00   2.6951762E+00   2.6951762E+00   3.3172374E+00   2.6496924E+00   3.2847296E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.6951762E+00   3.2242765E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00  
16   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   3.2242765E+00   2.6496924E+00   2.6951762E+00   3.2242765E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   3.5060845E+00   2.6951762E+00   2.6951762E+00   3.0558299E+00   2.6496924E+00   3.2847296E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.6951762E+00   3.2242765E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00  
17   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   3.2242765E+00   2.6496924E+00   2.6951762E+00   3.2242765E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   3.5060845E+00   2.6951762E+00   2.6951762E+00   3.0558299E+00   2.6496924E+00   3.2242765E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   3.2242765E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00  
18   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   3.2242765E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   3.4554178E+00   2.6951762E+00   2.6951762E+00   3.0558299E+00   2.6496924E+00   3.2242765E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   3.0263573E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00  
19   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   3.2242765E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   3.4554178E+00   2.6951762E+00   2.5718186E+00   3.0263573E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   3.0263573E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00  
20   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   3.2242765E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   3.4554178E+00   2.6951762E+00   2.5718186E+00   3.0263573E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   3.0263573E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00  
21   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   3.0263573E+00   2.6951762E+00   2.5718186E+00   3.0263573E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   3.0263573E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00  
22   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.9417763E+00   2.6951762E+00   2.5718186E+00   3.0263573E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   3.0263573E+00   2.6496924E+00   2.6951762E+00   2.5718186E+00   2.6496924E+00   2.6951762E+00   2.5718186E+00   2.5718186E+00   2.6496924E+00  
23   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.5718186E+00   2.6951762E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.9417763E+00   2.6951762E+00   2.5718186E+00   2.7557688E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   3.0263573E+00   2.5718186E+00   2.6951762E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00   2.6496924E+00  
24   2.6411916E+00   2.5718186E+00   2.6496924E+00   2.6951762E+00   2.6496924E+00   2.6496924E+00   2.5718186E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.9417763E+00   2.6951762E+00   2.5718186E+00   2.7557688E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.5718186E+00   2.6496924E+00   2.6411916E+00   2.6951762E+00   2.6496924E+00   2.5718186E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00  
25   2.6411916E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.5718186E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.2999327E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.7557688E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.5718186E+00   2.6496924E+00   2.6411916E+00   2.6951762E+00   2.6411916E+00   2.5718186E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00  
26   2.6411916E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.6496924E+00   2.5718186E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.2999327E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.7557688E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.5718186E+00   2.6496924E+00   2.6411916E+00   2.6951762E+00   2.6411916E+00   2.5718186E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00  
27   2.6411916E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.6496924E+00   2.6496924E+00   2.5718186E+00   2.5718186E+00   2.6411916E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.2999327E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.7557688E+00   2.6496924E+00   2.6951762E+00   2.6951762E+00   2.5718186E+00   2.6496924E+00   2.6411916E+00   2.6951762E+00   2.6411916E+00   2.5718186E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00  
28   2.6411916E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.6496924E+00   2.2999327E+00   2.5718186E+00   2.6411916E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.6496924E+00   2.6496924E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.7557688E+00   2.6496924E+00   2.6951762E+00   2.6884920E+00   2.5718186E+00   2.6496924E+00   2.6411916E+00   2.6815632E+00   2.6411916E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00  
29   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.2999327E+00   2.5718186E+00   2.6496924E+00   2.2999327E+00   2.5718186E+00   2.6411916E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00   2.6435084E+00   2.6496924E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.7557688E+00   2.2999327E+00   2.6496924E+00   2.6711899E+00   2.5718186E+00   2.6496924E+00   2.6411916E+00   2.6711899E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00  
30   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.2999327E+00   2.5718186E+00   2.6496924E+00   2.2999327E+00   2.5357152E+00   2.6411916E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.6435084E+00   2.6496924E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.6379200E+00   2.2999327E+00   2.6496924E+00   2.6711899E+00   2.5718186E+00   2.5357152E+00   2.6379200E+00   2.6435084E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.6496924E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00  
31   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.6496924E+00   2.2999327E+00   2.5357152E+00   2.5718186E+00   2.5718186E+00   2.6240234E+00   2.5718186E+00   2.2999327E+00   2.4932386E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.6435084E+00   2.4932386E+00   2.5718186E+00   2.2999327E+00   2.2999327E+00   2.6379200E+00   2.2999327E+00   2.4932386E+00   2.6711899E+00   2.5718186E+00   2.4932386E+00   2.6379200E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.5357152E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.4932386E+00  
32   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.6496924E+00   2.2999327E+00   2.5357152E+00   2.5718186E+00   2.5718186E+00   2.6240234E+00   2.5718186E+00   2.2999327E+00   2.4932386E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5718186E+00   2.2999327E+00   2.2999327E+00   2.6379200E+00   2.2999327E+00   2.4932386E+00   2.5357152E+00   2.5718186E+00   2.4932386E+00   2.6379200E+00   2.4932386E+00   2.5718186E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.4932386E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.4932386E+00  
33   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.6496924E+00   2.2999327E+00   2.5357152E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.2999327E+00   2.4932386E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5357152E+00   2.2999327E+00   2.2999327E+00   2.6379200E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5718186E+00   2.4932386E+00   2.6379200E+00   2.4932386E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.2999327E+00   2.5718186E+00   2.4932386E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.4932386E+00  
34   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.6496924E+00   2.2999327E+00   2.5357152E+00   2.4932386E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.2999327E+00   2.4932386E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5357152E+00   2.2999327E+00   2.2999327E+00   2.6379200E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5718186E+00   2.4932386E+00   2.6379200E+00   2.4932386E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.2999327E+00   2.5718186E+00   2.4932386E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.4932386E+00  
35   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.6496924E+00   2.2999327E+00   2.5357152E+00   2.4932386E+00   2.5718186E+00   2.2999327E+00   2.5718186E+00   2.2999327E+00   2.4932386E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5165670E+00   2.2999327E+00   2.2999327E+00   2.5589089E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5718186E+00   2.4932386E+00   2.6379200E+00   2.4932386E+00   2.5718186E+00   2.5357152E+00   2.2999327E+00   2.2999327E+00   2.5718186E+00   2.4932386E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.4932386E+00  
36   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.6496924E+00   2.2999327E+00   2.5357152E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.5718186E+00   2.2999327E+00   2.4932386E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5589089E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5718186E+00   2.4932386E+00   2.5718186E+00   2.4932386E+00   2.5718186E+00   2.5357152E+00   2.2999327E+00   2.2999327E+00   2.5718186E+00   2.4932386E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.4932386E+00  
37   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5718186E+00   2.2999327E+00   2.5357152E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.5357152E+00   2.2999327E+00   2.2999327E+00   2.5718186E+00   2.5718186E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.2999327E+00   2.2999327E+00   2.2999327E+00   2.5589089E+00   2.2999327E+00   2.2999327E+00   2.4932386E+00   2.5718186E+00   2.4932386E+00   2.5165670E+00   2.4932386E+00   2.5589089E+00   2.5357152E+00   2.2999327E+00   2.2999327E+00   2.5718186E+00   2.4932386E+00   2.4932386E+00   2.5718186E+00   2.2999327E+00   2.4932386E+00  
